operation_id,start_time,end_time,end_depth_mmd,main_activity,sub_activity,state,remark,activity_label,ner_entities,ner_depths,ner_equipment,ner_measurements,ner_time_refs,report_id
5189,05:00,05:30,2142.0,drilling,other,ok,Removed master bushing and installed auto slips.,REPAIR,"{""depths"": [], ""equipment"": [""slips""], ""measurements"": [], ""time_refs"": []}",[],"[""slips""]",[],[],604
5190,05:30,06:00,2142.0,drilling,trip,ok,"RIH 8 1/2"" steerable BHA on 5 1/2"" DP from 2142 m to 2546 m.",TRIP_IN,"{""depths"": [""2142 m"", ""2546 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""2142 m"", ""2546 m""]","[""bha""]",[],[],604
5191,06:00,07:00,2577.0,drilling,trip,ok,"Broke circulation and recorded SCRs. Washed down and tagged bottom at 2577 m with 1800 lpm, 112 bar, 0 rpm - No fill or junk in hole.",FISHING,"{""depths"": [""2577 m""], ""equipment"": [], ""measurements"": [""0 rpm"", ""112 bar"", ""1800 lpm""], ""time_refs"": []}","[""2577 m""]",[],"[""0 rpm"", ""112 bar"", ""1800 lpm""]",[],604
5192,07:00,11:00,2629.0,drilling,drill,ok,"Established drilling parameters. Drilled and orientated 8 1/2"" hole from 2577 m to 2629 m with 1800 lpm, 120 bar, 60 rpm, 12-15 kNm, WOB 8 MT, Gross ROP 20 m /hr, Net ROP 13 m/hr, ECD 1.34 SG Registred de-coding problem with MWD tools.",CUT,"{""depths"": [""2577 m"", ""2629 m"", ""20 m"", ""13 m""], ""equipment"": [""mwd""], ""measurements"": [""60 rpm"", ""120 bar"", ""1800 lpm"", ""8 mt"", ""15 knm""], ""time_refs"": []}","[""2577 m"", ""2629 m"", ""20 m"", ""13 m""]","[""mwd""]","[""60 rpm"", ""120 bar"", ""1800 lpm"", ""8 mt"", ""15 knm""]",[],604
5193,11:00,13:00,2629.0,interruption,othe r,ok,Troubleshoot de-coding problem with MWD tools.,OTHER,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],604
5194,13:00,20:00,2826.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 2629 m to 2826 m with 2200 lpm, 172 bar, 140 rpm, 15-18 kNm, WOB 8 MT, Gross ROP 40 m/hr, Net ROP 28 m/hr, ECD 1.3 6 SG Top Shetland at 2822 m.",CUT,"{""depths"": [""2629 m"", ""2826 m"", ""40 m"", ""28 m"", ""2822 m""], ""equipment"": [], ""measurements"": [""140 rpm"", ""172 bar"", ""2200 lpm"", ""8 mt"", ""18 knm""], ""time_refs"": []}","[""2629 m"", ""2826 m"", ""40 m"", ""28 m"", ""2822 m""]",[],"[""140 rpm"", ""172 bar"", ""2200 lpm"", ""8 mt"", ""18 knm""]",[],604
5195,20:00,00:00,2907.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 2826 m to 2907 m with 2200 lpm, 172 bar, 180 rpm, 15-20 kNm, WOB 6-8 MT, Gross ROP 30 m/hr, Net ROP 20 m/hr, ECD 1 .36 SG",CUT,"{""depths"": [""2826 m"", ""2907 m"", ""30 m"", ""20 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""172 bar"", ""2200 lpm"", ""8 mt"", ""20 knm""], ""time_refs"": []}","[""2826 m"", ""2907 m"", ""30 m"", ""20 m""]",[],"[""180 rpm"", ""172 bar"", ""2200 lpm"", ""8 mt"", ""20 knm""]",[],604
5196,00:00,03:30,2962.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 2907 m to 2962 m with 2200 lpm, 172 bar, 140-180 rpm, 15-20 kNm, WOB 4-9 MT, Gross ROP 30 m/hr, Net ROP 16 m/hr, ECD 1 .37 SG. Unable to build required angle.",CUT,"{""depths"": [""2907 m"", ""2962 m"", ""30 m"", ""16 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""172 bar"", ""2200 lpm"", ""9 mt"", ""20 knm""], ""time_refs"": []}","[""2907 m"", ""2962 m"", ""30 m"", ""16 m""]",[],"[""180 rpm"", ""172 bar"", ""2200 lpm"", ""9 mt"", ""20 knm""]",[],605
5197,03:30,06:00,2986.0,drilling,drill,ok,"Reduced ROP to build inclination - good response. Drilled and orientated 8 1/2"" hole from 2962 m to 2986 m with 2000 lpm, 144 bar, 180 rpm, 14-16 kNm, WOB 4-5 MT, Gross ROP 15 m/hr, Net ROP 10 m/hr, ECD 1.36 SG. Stepped up ROP in 2.5 m/hr increments to 15 m/hr",CUT,"{""depths"": [""2962 m"", ""2986 m"", ""15 m"", ""10 m"", ""2.5 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""144 bar"", ""2000 lpm"", ""5 mt"", ""16 knm""], ""time_refs"": []}","[""2962 m"", ""2986 m"", ""15 m"", ""10 m"", ""2.5 m""]",[],"[""180 rpm"", ""144 bar"", ""2000 lpm"", ""5 mt"", ""16 knm""]",[],605
5198,06:00,12:00,3070.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 2986 m to 3070 m with 2200 lpm, 175 bar, 180 rpm, 16-20 kNm, WOB 5-10 MT, Gross ROP 30 m/hr, Net ROP 14 m/hr, ECD 1.36 SG. Observed stick slip at WOB above 10 MT",CUT,"{""depths"": [""2986 m"", ""3070 m"", ""30 m"", ""14 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""175 bar"", ""2200 lpm"", ""10 mt"", ""20 knm""], ""time_refs"": []}","[""2986 m"", ""3070 m"", ""30 m"", ""14 m""]",[],"[""180 rpm"", ""175 bar"", ""2200 lpm"", ""10 mt"", ""20 knm""]",[],605
5199,12:00,14:00,3108.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3070 m to 3108 m with 2200 lpm, 175 bar, 180 rpm, 17-22 kNm, WOB 7-9 MT, Gross ROP 25 m/hr, Net ROP 19 m/hr, ECD 1.36 SG.",CUT,"{""depths"": [""3070 m"", ""3108 m"", ""25 m"", ""19 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""22 knm""], ""time_refs"": []}","[""3070 m"", ""3108 m"", ""25 m"", ""19 m""]",[],"[""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""22 knm""]",[],605
5200,14:00,14:15,3108.0,drilling,drill,ok,Tared CoPilot MWD tool.,CUT,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],605
5201,14:15,00:00,3279.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3108 m to 3279 m with 2200 lpm, 175 bar, 180 rpm, 17-21 kNm, WOB 7-9 MT, Gross ROP 25 m/hr, Net ROP 18 m/hr, ECD 1.37 SG.",CUT,"{""depths"": [""3108 m"", ""3279 m"", ""25 m"", ""18 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""21 knm""], ""time_refs"": []}","[""3108 m"", ""3279 m"", ""25 m"", ""18 m""]",[],"[""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""21 knm""]",[],605
5202,00:00,04:30,3350.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3279 m to 3350 m with 2200 lpm, 175 bar, 180 rpm, 15-22 kNm, WOB 7-9 MT, Gross ROP 20 m/hr, Net ROP 17 m/hr, ECD 1.38 SG Logging unit shut down",CUT,"{""depths"": [""3279 m"", ""3350 m"", ""20 m"", ""17 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""22 knm""], ""time_refs"": []}","[""3279 m"", ""3350 m"", ""20 m"", ""17 m""]",[],"[""180 rpm"", ""175 bar"", ""2200 lpm"", ""9 mt"", ""22 knm""]",[],606
5203,04:30,09:00,3350.0,interruption,other,ok,"Picked up off bottom and reciprocated string with 1800 lpm, 160 bar, 60/120 Up//Dw rpm. Purged mud logging unit, re-booted computers, reset and calibrated settings.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [""160 bar"", ""1800 lpm""], ""time_refs"": []}",[],[],"[""160 bar"", ""1800 lpm""]",[],606
5204,09:00,17:00,3443.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3350 m to 3443 m with 2200 lpm, 180 bar, 180 rpm, 15-25 kNm, WOB 8-10 MT, Gross ROP 20 m/hr, Net ROP 12 m/hr , ECD 1.38 SG",CUT,"{""depths"": [""3350 m"", ""3443 m"", ""20 m"", ""12 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""180 bar"", ""2200 lpm"", ""10 mt"", ""25 knm""], ""time_refs"": []}","[""3350 m"", ""3443 m"", ""20 m"", ""12 m""]",[],"[""180 rpm"", ""180 bar"", ""2200 lpm"", ""10 mt"", ""25 knm""]",[],606
5205,17:00,17:15,3443.0,drilling,drill,ok,Deleted corupted fill and re-booted computers in mud logging unit.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],606
5206,17:15,00:00,3514.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3443 m to 3514 m with 2200 lpm, 180 bar, 180 rpm, 15-21 kNm, WOB 7-9 MT, Gross ROP 20 m/hr, Net ROP 11 m/hr, ECD 1.38 SG",CUT,"{""depths"": [""3443 m"", ""3514 m"", ""20 m"", ""11 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""180 bar"", ""2200 lpm"", ""9 mt"", ""21 knm""], ""time_refs"": []}","[""3443 m"", ""3514 m"", ""20 m"", ""11 m""]",[],"[""180 rpm"", ""180 bar"", ""2200 lpm"", ""9 mt"", ""21 knm""]",[],606
5207,00:00,06:00,3576.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3514 m to 3576 m with 2200 lpm, 185 bar, 180 rpm, 18-22 kNm, WOB 3-5 MT, ECD 1.37 sg. Average ROP: 10 m/hr.",CUT,"{""depths"": [""3514 m"", ""3576 m"", ""10 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""185 bar"", ""2200 lpm"", ""5 mt"", ""22 knm""], ""time_refs"": []}","[""3514 m"", ""3576 m"", ""10 m""]",[],"[""180 rpm"", ""185 bar"", ""2200 lpm"", ""5 mt"", ""22 knm""]",[],607
5208,06:00,11:30,3673.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3576 m to 3673 m with 2500 lpm, 227-230 bar, 180 rpm, 15-24 kNm, WOB 7-10 MT, ECD 1.37-1.40 sg. Average ROP: 17.6 m/hr",CUT,"{""depths"": [""3576 m"", ""3673 m"", ""17.6 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""230 bar"", ""2500 lpm"", ""10 mt"", ""24 knm""], ""time_refs"": []}","[""3576 m"", ""3673 m"", ""17.6 m""]",[],"[""180 rpm"", ""230 bar"", ""2500 lpm"", ""10 mt"", ""24 knm""]",[],607
5209,11:30,15:00,3714.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3673 m to 3714 m with 2500 lpm, 225-228 bar, 180 rpm, 18-20 kNm, WOB 4-6 MT, ECD 1.37-1.40 sg. Average ROP: 11.7 m/hr Drilled with controlled ROP due to lack of surface space for cuttings. Backloaded cuttings at 15:00.",CUT,"{""depths"": [""3673 m"", ""3714 m"", ""11.7 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""228 bar"", ""2500 lpm"", ""6 mt"", ""20 knm""], ""time_refs"": [""15:00""]}","[""3673 m"", ""3714 m"", ""11.7 m""]",[],"[""180 rpm"", ""228 bar"", ""2500 lpm"", ""6 mt"", ""20 knm""]","[""15:00""]",607
5210,15:00,17:45,3754.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3714 m to 3754 m with 2000-2500 lpm, 153-228 bar, 180 rpm, 17-26 kNm, WOB 7-10 MT, ECD 1.39-1.40 sg. Average ROP: 14.5 m/hr Reamed one double due to erratic torque readings and fluctuations in pump pressure. Decreased pump rate to 2000 lpm due to minor losses (1.6 m3 over 4 0 minutes).",CUT,"{""depths"": [""3714 m"", ""3754 m"", ""14.5 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""228 bar"", ""2500 lpm"", ""2000 lpm"", ""10 mt"", ""26 knm"", ""1.6 m3""], ""time_refs"": []}","[""3714 m"", ""3754 m"", ""14.5 m""]",[],"[""180 rpm"", ""228 bar"", ""2500 lpm"", ""2000 lpm"", ""10 mt"", ""26 knm"", ""1.6 m3""]",[],607
5211,17:45,18:00,3754.0,drilling,drill,ok,Performed flow check for 15 minutes due to losses - lost 60 liters static (240 l pr hour).,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],607
5212,18:00,21:30,3794.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3754 m to 3794 m with 2000 lpm, 156-160 bar, 180 rpm, 18-25 kNm, WOB 6-8 MT, ECD 1.37-1.38 sg. Average ROP: 11.4 m/hr Increased background LCM to 150 kg / stand. Losses gradually decreased to zero.",CUT,"{""depths"": [""3754 m"", ""3794 m"", ""11.4 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""160 bar"", ""2000 lpm"", ""8 mt"", ""25 knm""], ""time_refs"": []}","[""3754 m"", ""3794 m"", ""11.4 m""]",[],"[""180 rpm"", ""160 bar"", ""2000 lpm"", ""8 mt"", ""25 knm""]",[],607
5213,21:30,00:00,3835.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3794 m to 3835 m with 2000-2350 lpm, 161-216bar, 180 rpm, 18-27 kNm, WOB 9-11 MT, ECD 1.38-1.40 sg. Average ROP: 16.4 m/hr",CUT,"{""depths"": [""3794 m"", ""3835 m"", ""16.4 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""216bar"", ""2350 lpm"", ""11 mt"", ""27 knm""], ""time_refs"": []}","[""3794 m"", ""3835 m"", ""16.4 m""]",[],"[""180 rpm"", ""216bar"", ""2350 lpm"", ""11 mt"", ""27 knm""]",[],607
5214,00:00,04:00,3900.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3835 m to 3900 m with 2350 lpm, 215-217 bar, 180 rpm, 19-24 kNm, WOB 7-9 MT, ECD 1.39-1.42 sg. Average ROP: 16.3 m/hr.",CUT,"{""depths"": [""3835 m"", ""3900 m"", ""16.3 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""217 bar"", ""2350 lpm"", ""9 mt"", ""24 knm""], ""time_refs"": []}","[""3835 m"", ""3900 m"", ""16.3 m""]",[],"[""180 rpm"", ""217 bar"", ""2350 lpm"", ""9 mt"", ""24 knm""]",[],608
5215,04:00,13:30,4033.0,drilling,drill,ok,"Drilled and orientated 8 1/2"" hole from 3900 m to 4033m with 2350 lpm, 217-219 bar, 180 rpm, 20-24 kNm, WOB 7-11 MT, ECD 1.41-1.46 sg. Average ROP: 14 m/hr. Increased mud weight from 1.28 sg to 1.32 sg. Reamed one stand due to erratic torque readings and increasing ECD.",CUT,"{""depths"": [""3900 m"", ""4033m"", ""14 m""], ""equipment"": [], ""measurements"": [""180 rpm"", ""219 bar"", ""2350 lpm"", ""11 mt"", ""24 knm""], ""time_refs"": []}","[""3900 m"", ""4033m"", ""14 m""]",[],"[""180 rpm"", ""219 bar"", ""2350 lpm"", ""11 mt"", ""24 knm""]",[],608
