operation_id,start_time,end_time,end_depth_mmd,main_activity,sub_activity,state,remark,activity_label,ner_entities,ner_depths,ner_equipment,ner_measurements,ner_time_refs,report_id
1710,08:30,10:30,0.0,moving,anchor,ok,PULLED ANCHORS. BLOSTERD ANCHOR NO. 3 AND PREPAIRED ANCHOR NO. 7 FOR DROP AT NEW LOCATION. ANCHOR NO. 7 HUNG OFF AT 10 :25 HRS.,REPAIR,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],293
1711,15:00,19:30,0.0,moving,transit,ok,RIG IN TRANSIT FROM 15/9-D3H TO 15/9-19S WITH VIKING LADY IN TOWING BRIDDLE. DROPPED ANCHOR NO 7 AT 1955 HRS,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],294
1712,19:30,00:00,0.0,moving,anchor,ok,"SET ANCHORS NO 2, 6, 3, 1 AND 5",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],294
1713,00:00,02:30,0.0,moving,anchor,ok,SET ANCHORS NO 8 AND 4,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],295
1714,02:30,06:00,0.0,moving,transit,ok,BALLASTED RIG,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],295
1715,06:00,07:00,0.0,moving,transit,ok,BALLASTED RIG TO DRILLING DRAFT,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],295
1716,07:00,11:00,0.0,moving,anchor,ok,"TENSION-TESTED ANCHORS, RERUN ANCHOR NO 7 AND TENSION TESTED SAME TO 160 MT",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [""160 mt""], ""time_refs"": []}",[],[],"[""160 mt""]",[],295
1717,11:00,13:00,0.0,moving,position,ok,"POSITIONED RIG OVER SLOT 3, WELL 15/9-19S",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],295
1718,13:00,20:00,0.0,moving,transit,ok,"RAN GUIDELINE AND CONNECTED TO HATCH. POSITIONED RIG AND OPENED HATCH. ESTABLISED GUIDELINES, ASSISTED WITH ROV.",OTHER,"{""depths"": [], ""equipment"": [""rov""], ""measurements"": [], ""time_refs"": []}",[],"[""rov""]",[],[],295
1719,20:00,21:30,0.0,moving,position,ok,PULLED RIG 25 M OFF LOCATION,OTHER,"{""depths"": [""25 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""25 m""]",[],[],[],295
1720,21:30,00:00,0.0,interruption,maintain,ok,REPAIRED TDS,REPAIR,"{""depths"": [], ""equipment"": [""tds""], ""measurements"": [], ""time_refs"": []}",[],"[""tds""]",[],[],295
1721,00:00,06:00,0.0,interruption,maintain,ok,CONT REPARING TDS,OTHER,"{""depths"": [], ""equipment"": [""tds""], ""measurements"": [], ""time_refs"": []}",[],"[""tds""]",[],[],296
1722,06:00,13:30,0.0,drilling,trip,ok,"L/D 6 5/8"" DRILLPIPE",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],296
1723,13:30,15:00,0.0,drilling,other,ok,"PERFORMED TORQUE READING CHECK ON TDS, TESTED TORQUE AGAINST TONG LOAD CEL L",CUT,"{""depths"": [], ""equipment"": [""tds""], ""measurements"": [], ""time_refs"": []}",[],"[""tds""]",[],[],296
1724,15:00,16:30,0.0,drilling,trip,ok,"L/D REMAINING 6 5/8"" DRILLPIPE",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],296
1725,16:30,00:00,0.0,drilling,trip,ok,"P/U 5"" DRILLPIPE, RACKED BACK IN DERRICK",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],296
1726,00:00,06:00,0.0,drilling,trip,ok,"CONTINUED P/U 5"" DRILLPIPE",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],297
1727,06:00,09:30,0.0,drilling,trip,ok,"CONT P/U 5"" DRILLPIPE, TOT 201 JNTS.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],297
1728,09:30,00:00,0.0,interruption,waiting on weather,ok,WAITING ON WEATHER,WAIT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],297
1729,00:00,06:00,0.0,interruption,waiting on weather,ok,WAITING ON WEATHE R,WAIT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],298
1730,06:00,00:00,0.0,interruption,waiting on weather,ok,WAITED ON WEATHER,WAIT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],298
1731,00:00,06:00,0.0,interruption,waiting on wea ther,ok,WAITED ON WEATHER,WAIT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],299
1732,06:00,08:00,0.0,interruption,waiting on wea ther,ok,WAITED ON WEATHER,WAIT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],299
1733,08:00,08:30,0.0,drilling,bop/wellhead equip ment,ok,RIH WITH CORROSION CAP RETRIEVING TOOL TO 86 M,TRIP_IN,"{""depths"": [""86 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""86 m""]",[],[],[],299
1734,08:30,12:00,0.0,moving,position,ok,"PULLED RIG ON LOCATION, POSITIONED SAME. ENTERED CORR CAP W/RET TOOL, PULLED CAP FREE WITH 20 MT OVERPULL. PULLED RI G 25 M OFF LOCATION.",OTHER,"{""depths"": [""25 m""], ""equipment"": [], ""measurements"": [""20 mt""], ""time_refs"": []}","[""25 m""]",[],"[""20 mt""]",[],299
1735,12:00,13:30,0.0,drilling,bop/wellhead equip ment,ok,PULLED OUT WITH CORROSION CAP.,TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],299
1736,13:30,20:00,0.0,drilling,bop/wellhead equip ment,ok,P/U AND ORIENTATED THOJ IN BOP USING CRANE,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""bop""]",[],[],299
1737,20:00,00:00,0.0,drilling,bop/wellhead equip ment,ok,PREPARED BOP FOR RUNNING. INSTALLED VX-RING,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""bop""]",[],[],299
1738,00:00,06:00,0.0,drilling,bop/wellhead e quipment,ok,RAN BOP STACK ON 2 EA 50 FT RISER JNTS. PRESS TESTED K/C LINES TO 345 BAR/10 MIN. CONT RIH WITH BOP/RISER. PRESS TESTED K/C 345 B AR/10 MIN,TRIP_IN,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [""345 bar""], ""time_refs"": []}",[],"[""bop""]","[""345 bar""]",[],300
1739,06:00,06:30,0.0,interruption,repair,ok,REPAIRED TEST PLUG FOR K/C LINES,REPAIR,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1740,06:30,07:00,0.0,drilling,bop/wellhead e quipment,ok,PRESS TESTED K/C LINES TO 345 BAR/10 MIN.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""345 bar""], ""time_refs"": []}",[],[],"[""345 bar""]",[],300
1741,07:00,14:00,0.0,drilling,bop/wellhead e quipment,ok,"P/U SLIP JNT AND LAND JNT, H/U K/C LINES TO SLIP JNT. INSTALLED SADLES FOR POD HOSES, INSTALLED RISER TENSIONERS. DEBALLASTED RI G 3 M. ATTEMPTED TO PRESS TEST K/C LINES.",CUT,"{""depths"": [""3 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3 m""]",[],[],[],300
1742,14:00,14:30,0.0,drilling,bop activities,ok,"CHANGED O-RING ON KILL LINE GOOSNECK, PRESS TESTED SAME TO 200 BAR",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""200 bar""], ""time_refs"": []}",[],[],"[""200 bar""]",[],300
1743,14:30,16:00,0.0,moving,position,ok,"POSITIONED RIG ABOVE SLOT, BALLASTED TO DRILLING DRAFT",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1744,16:00,17:00,0.0,interruption,repair,ok,"LANDED BOP OFF IN WH, CLOSED CONNECTOR. PERFORMED OVERPULL WITH 25 MT",REPAIR,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [""25 mt""], ""time_refs"": []}",[],"[""bop""]","[""25 mt""]",[],300
1745,17:00,19:30,0.0,interruption,repair,ok,"L/D LANDING JNT, P/U AND INSTALL DIVERTER. H/U HYDRAULIC HOSES",REPAIR,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1746,19:30,20:30,0.0,drilling,bop activities,ok,RIH WITH TEST PLUG AND INSTALLED SAME,TRIP_IN,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1747,20:30,21:30,0.0,drilling,bop activities,ok,PRESS TESTED K/C LINES AND WELLHEAD CONN 345 BAR. FUNCTION TESTED BOP.,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [""345 bar""], ""time_refs"": []}",[],"[""bop""]","[""345 bar""]",[],300
1748,21:30,22:30,0.0,drilling,bop activities,ok,"POOH, L/D TEST PLUG, FUNCTION TESTED SHEAR RAM WITH ACCOUSTIC",TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1749,22:30,00:00,0.0,drilling,bop/wellhead e quipment,ok,"R/U AND RUN KOS THOJ, ADAPTER JNT AND WOR JNTS",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],300
1750,00:00,04:00,0.0,drilling,bop/wellhead equipm ent,ok,"CONT RUN WOR. PRESS TEST EVERY CONNECTION 345 BAR RUN TOTAL THOJ, ADAPTER JNT AND 3 EA WOR",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""345 bar""], ""time_refs"": []}",[],[],"[""345 bar""]",[],301
1751,04:00,06:00,0.0,drilling,bop/wellhead equipm ent,ok,"POOH WITH WOR, ADAPTER JNT AND THOJ. L/D SAME",TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],301
1752,06:00,06:30,0.0,drilling,bop/wellhead equipm ent,ok,CONT R/D KOS WOR EQUIPMENT,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],301
1753,06:30,08:00,0.0,drilling,casing,ok,PRESS TESTED TDS VALVES AND KELLY HOSES TO 345 BAR,CUT,"{""depths"": [], ""equipment"": [""tds""], ""measurements"": [""345 bar""], ""time_refs"": []}",[],"[""tds""]","[""345 bar""]",[],301
1754,08:00,11:00,205.0,drilling,casing,ok,"RIH AND RETRIEVED BAKER RETRIEVABLE PLUG AT 205 M POOH WITH PLUG AND RET TOOL, UNABLE TO FREE PLUG FROM RET TOOL , L/D BOTH.",TRIP_IN,"{""depths"": [""205 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""205 m""]",[],[],[],301
1755,11:00,18:00,3216.0,drilling,casing,ok,"M/U 8 1/2"" BHA Æ19, INITIALIZED MWD MEMORY AND FUNCTION TESTED SAME. RIH AND TAGGED CMT AT 3216 M",TRIP_IN,"{""depths"": [""3216 m""], ""equipment"": [""bha"", ""mwd""], ""measurements"": [], ""time_refs"": []}","[""3216 m""]","[""bha"", ""mwd""]",[],[],301
1756,18:00,21:30,3216.0,drilling,casing,ok,"DISPLACED HOLE TO 1,40 SG PETROFREE MUD, USED 50 M3 SW AND 8 M3 HI-VISC AS SPACER",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""50 m3"", ""8 m3""], ""time_refs"": []}",[],[],"[""50 m3"", ""8 m3""]",[],301
1757,21:30,00:00,3254.0,drilling,casing,ok,"DRILLED CMT FROM 3216 AND RETAINER AT 3225 M, CONT DRILLING CMT TO 3254 M",CUT,"{""depths"": [""3225 m"", ""3254 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3225 m"", ""3254 m""]",[],[],[],301
1758,00:00,01:00,3260.0,drilling,casing,ok,CONT DRILLING CMT FROM 3254 TO 3260 M,CUT,"{""depths"": [""3260 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3260 m""]",[],[],[],302
1759,01:00,03:30,3535.0,drilling,casing,ok,WASHED AND REAMED FROM 3260 TO RETAINER AT 3535 M,CUT,"{""depths"": [""3535 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3535 m""]",[],[],[],302
1760,03:30,05:00,3535.0,drilling,casing,ok,"CIRCULATED WELL FOR EVEN MUDWEIGHT IN/OUT 1,42 SG",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],302
1761,05:00,06:00,3535.0,drilling,casing,ok,"PRESS TESTED SURFACE LINES/KILL LINE TO 100 BAR CLOSED ANNULAR AND PRESS TESTED 9 5/8"" CASING TO 62 BAR, EQUAL TO 1 ,71 SG",CUT,"{""depths"": [], ""equipment"": [""casing""], ""measurements"": [""100 bar"", ""62 bar""], ""time_refs"": []}",[],"[""casing""]","[""100 bar"", ""62 bar""]",[],302
1762,06:00,06:30,3535.0,drilling,casing,ok,"PRESS TESTED CSG TO 62 BAR, EQUAL TO 1,71 SG",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""62 bar""], ""time_refs"": []}",[],[],"[""62 bar""]",[],302
1763,06:30,13:30,3580.0,drilling,casing,ok,DRILLED RETAINER AT 3535 M AND CMT TO 3480 M,CUT,"{""depths"": [""3535 m"", ""3480 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3535 m"", ""3480 m""]",[],[],[],302
1764,13:30,14:00,3581.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3580 TO 3581 M",CUT,"{""depths"": [""3581 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3581 m""]",[],[],[],302
1765,14:00,15:30,3581.0,drilling,circulating conditioni ng,ok,CIRCULATED AND CONDITIONED MUD,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],302
1766,15:30,17:00,3581.0,formation evaluation,rft/fit,ok,"PERFORMED FIT EQUAL TO 1,71 SG MUD",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],302
1767,17:00,00:00,3595.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3581 TO 3595 M",CUT,"{""depths"": [""3595 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3595 m""]",[],[],[],302
1768,00:00,01:30,3595.0,drilling,drill,ok,"ATTEMPTED TO CONT DRILLING 8 1/2"" HOLE, NO PROGRESS. FLOWCHECKED WELL",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],303
1769,01:30,06:00,284.0,drilling,trip,ok,POOH FOR BIT CHANGE TO 284 M,TRIP_OUT,"{""depths"": [""284 m""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""284 m""]","[""bit""]",[],[],303
1770,06:00,07:00,0.0,drilling,trip,ok,CONT. POOH. BROKE BIT AND BIT SUB.,TRIP_OUT,"{""depths"": [], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""bit""]",[],[],303
1771,07:00,08:00,0.0,interruption,repair,ok,L/D MWD-TOOL. M/U NEW MWD-TOOL.,REPAIR,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],303
1772,08:00,13:30,3576.0,drilling,trip,ok,RE-BUILT BHA. FUNCTION TESTED MWD-TOOL. RIH TO 3576M. BROKE CIRCULATION EACH 500M .,TRIP_IN,"{""depths"": [""3576m"", ""500m""], ""equipment"": [""bha"", ""mwd""], ""measurements"": [], ""time_refs"": []}","[""3576m"", ""500m""]","[""bha"", ""mwd""]",[],[],303
1773,13:30,14:30,3595.0,interruption,repair,ok,LOGGED WITH THE NEW MWD-TOOL FROM 3576M TO 3595M.,REPAIR,"{""depths"": [""3576m"", ""3595m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3576m"", ""3595m""]","[""mwd""]",[],[],303
1774,14:30,22:00,3643.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3595M TO 3643M.",CUT,"{""depths"": [""3595m"", ""3643m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3595m"", ""3643m""]",[],[],[],303
1775,22:00,23:30,3643.0,formation evaluation,circulation sample s,ok,CIRCULATED BU FOR SAMPLES.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],303
1776,23:30,00:00,3643.0,drilling,trip,ok,FLOW CHECKED 15 MINS. SLUGGED PIPE.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],303
1777,00:00,06:00,0.0,drilling,trip,ok,POOH. BROKE BIT. L/D MWD AND STABILIZERS.,TRIP_OUT,"{""depths"": [], ""equipment"": [""mwd"", ""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd"", ""bit""]",[],[],304
1778,06:00,08:00,0.0,formation evaluation,rig up/down,ok,M/U CORE BARREL AND CORE HEAD.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],304
1779,08:00,14:00,3641.0,formation evaluation,trip,ok,"P/U 2 EACH 6 1/2"" DRILL COLLARS. RIH WITH BHA NO.21 TO 3641M.",TRIP_IN,"{""depths"": [""3641m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3641m""]","[""bha""]",[],[],304
1780,14:00,15:30,3641.0,formation evaluation,circulating conditioning,ok,"CIRCULATED BOTTOMS UP TO CHECK FOR TRIP GAS, NEGATIVE.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],304
1781,15:30,16:30,3641.0,formation evaluation,trip,ok,"SPACED OUT FOR CORING. DROPPED BALL, SEATED SAME.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],304
1782,16:30,18:00,3648.0,formation evaluation,core,ok,CUT CORE NO.1 FROM 3643M TO 3648M. CORE JAMMED OFF.,CUT,"{""depths"": [""3643m"", ""3648m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3643m"", ""3648m""]",[],[],[],304
1783,18:00,23:30,0.0,formation evaluation,trip,ok,POOH. BROKE CORE HEAD.,TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],304
1784,23:30,00:00,0.0,formation evaluation,rig up/down,ok,RECOVERED CORE.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],304
1785,00:00,01:30,0.0,formation evaluation,rig up/ down,ok,CONTINUED RECOVERING CORE. RACKED CORE BARREL IN DERRICK. CLEANED RIG FLOOR.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],305
1786,01:30,03:30,0.0,drilling,trip,ok,M/U BHA NO.22. P/U MUD MOTOR AND TESTED SAME. P/U MWD-TOOL. ORIENTED NORTRAK.,CUT,"{""depths"": [], ""equipment"": [""bha"", ""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""bha"", ""mwd""]",[],[],305
1787,03:30,06:00,1157.0,drilling,trip,ok,RIH TO 1157M. FILLED PIPE AND BROKE CIRCULATION EACH 500M.,TRIP_IN,"{""depths"": [""1157m"", ""500m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""1157m"", ""500m""]",[],[],[],305
1788,06:00,09:00,3585.0,drilling,trip,ok,CONTINUED RIH WITH BHA NO.22 TO 3585M. FILLED PIPE AND BROKE CIRC. EACH 500M.,TRIP_IN,"{""depths"": [""3585m"", ""500m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3585m"", ""500m""]","[""bha""]",[],[],305
1789,09:00,12:00,3648.0,drilling,ream,ok,REAMED AND RE-LOGGED WITH MWD FROM 3585M TO 3648M.,CUT,"{""depths"": [""3585m"", ""3648m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3585m"", ""3648m""]","[""mwd""]",[],[],305
1790,12:00,00:00,3749.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3648M TO 3749M: STEERED FROM 3648M TO 3662M, 3674-3691M, 3702-3716M, 3724-3730M, 3731-3 740M AND 3742-3748M.",CUT,"{""depths"": [""3648m"", ""3749m"", ""3662m"", ""3691m"", ""3716m"", ""3730m"", ""740m"", ""3748m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3648m"", ""3749m"", ""3662m"", ""3691m"", ""3716m"", ""3730m"", ""740m"", ""3748m""]",[],[],[],305
1791,00:00,00:30,3749.0,drilling,circulatin g conditioning,ok,CIRCULATED/ROTATED TO CLEAN HOLE.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],306
1792,00:30,06:00,3797.0,drilling,drill,ok,"CONTINUED DRILLING/SURVEYING 8 1/2"" HOLE TO 3797M: STEERED FROM 3763 TO 3767M AND 3769M TO 3779M.",CUT,"{""depths"": [""3797m"", ""3767m"", ""3769m"", ""3779m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3797m"", ""3767m"", ""3769m"", ""3779m""]",[],[],[],306
1793,06:00,17:00,3873.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3797M TO 3873M: STEERED FROM 3797M TO 3799M AND FROM 3815M TO 3827M. ATTEMPTED STEERING AT 3869M, NEG ATIVE AS MOTOR STALLED OUT. USED 50 TONS OVERPULL TO FREE PIPE AFTER ATTEMPTING TO STEER.",CUT,"{""depths"": [""3797m"", ""3873m"", ""3799m"", ""3815m"", ""3827m"", ""3869m""], ""equipment"": [], ""measurements"": [""50 tons""], ""time_refs"": []}","[""3797m"", ""3873m"", ""3799m"", ""3815m"", ""3827m"", ""3869m""]",[],"[""50 tons""]",[],306
1794,17:00,18:30,3873.0,drilling,circulatin g conditioning,ok,CIRCULATED TO CLEAN HOLE.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],306
1795,18:30,20:00,3546.0,drilling,trip,ok,WIPER TRIP TO 3546M. ROTATED PIPE IN SLIPS ON FIRST 8 CONNECTIONS DUE TO TENDENCIES OF STICKING. NO TIGHT HOLE.,CUT,"{""depths"": [""3546m""], ""equipment"": [""slips""], ""measurements"": [], ""time_refs"": []}","[""3546m""]","[""slips""]",[],[],306
1796,20:00,21:00,3546.0,interruption,maintain,ok,SLIPPED AND CUT 32M DRILL LINE.,CUT,"{""depths"": [""32m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""32m""]",[],[],[],306
1797,21:00,22:30,3873.0,drilling,trip,ok,"RAN IN TO 3873M, NO FILL.",TRIP_IN,"{""depths"": [""3873m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3873m""]",[],[],[],306
1798,22:30,00:00,3877.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3873M TO 3877M. STEERED FROM 3875M TO 3876M.",CUT,"{""depths"": [""3873m"", ""3877m"", ""3875m"", ""3876m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3873m"", ""3877m"", ""3875m"", ""3876m""]",[],[],[],306
1799,00:00,06:00,3894.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3877M TO 3894M. ATTEMPTED STEERING AT 3877M, NEGATIVE DUE TO MOTOR STALLING OUT.",CUT,"{""depths"": [""3877m"", ""3894m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3877m"", ""3894m""]",[],[],[],307
1800,06:00,00:00,3950.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 3894M TO 3950M. NO STEERING.",CUT,"{""depths"": [""3894m"", ""3950m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3894m"", ""3950m""]",[],[],[],307
1801,00:00,03:00,3955.0,drilling,drill,ok,CONT. ROTATION DRILLING/SURVEYING TO 3955M.,CUT,"{""depths"": [""3955m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3955m""]",[],[],[],308
1802,03:00,04:30,3955.0,drilling,circulating conditioning,ok,CIRCULATED B/U AND SHAKERS CLEAN.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],308
1803,04:30,06:00,3955.0,drilling,trip,ok,FLOW CHECKED. PUMPED SLUG. POOH FOR BIT CHANGE TO 3528M.,TRIP_OUT,"{""depths"": [""3528m""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3528m""]","[""bit""]",[],[],308
1804,06:00,09:30,1200.0,drilling,trip,ok,CONT. POOH TO 1200M.,TRIP_OUT,"{""depths"": [""1200m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""1200m""]",[],[],[],308
1805,10:30,13:30,0.0,drilling,trip,ok,"CONT. POOH. BROKE BIT. L/D MWD TOOL, MOTOR, STABILISERS AND X-OVERS",TRIP_OUT,"{""depths"": [], ""equipment"": [""mwd"", ""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd"", ""bit""]",[],[],308
1806,13:30,16:30,800.0,drilling,trip,ok,"M/U BHA NO. 23 AND RIH TO 800M. TESTED MWD-TOOL. AT 800M, GOT ALARM ON LOW OIL PRESSURE ON TOP DRIVE.",TRIP_IN,"{""depths"": [""800m""], ""equipment"": [""top drive"", ""bha"", ""mwd""], ""measurements"": [], ""time_refs"": []}","[""800m""]","[""top drive"", ""bha"", ""mwd""]",[],[],308
1807,21:30,22:30,0.0,drilling,bop activities,ok,FUNCTION TESTED BOP ON YELLOW POD. TESTED ACOUSTIC SYSTEM.,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""bop""]",[],[],308
1808,02:00,02:30,800.0,drilling,circulating conditioning,ok,FILLED PIPE. BROKE CIRCULATION AND CIRCULATED A RISER VOLUME.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],309
1809,02:30,06:00,3028.0,drilling,trip,ok,CONT. RIH TO 3028M. FILLED PIPE AND BROKE CIRC. EACH 500M.,TRIP_IN,"{""depths"": [""3028m"", ""500m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3028m"", ""500m""]",[],[],[],309
1810,06:00,07:00,3565.0,drilling,trip,ok,CONT. RIH WITH BHA NO.23 TO 3565M.,TRIP_IN,"{""depths"": [""3565m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3565m""]","[""bha""]",[],[],309
1811,07:00,07:30,3565.0,drilling,circulating conditioning,ok,CIRCULATED TO CONDITION MUD,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],309
