fluid_row_id,sample_time,sample_point,sample_depth_mmd,fluid_type,fluid_density_g_cm3,plastic_viscosity_mpa_s,yield_point_pa,report_id
530,15:15,Flowline,1257.0,KCL/PAC/PHPA,1.2,26.0,18.5,224
531,23:00,Flowline,1380.0,KCL/PAC/PHPA,1.2,24.0,15.0,224
532,,,,,86.0,,,224
533,,,,,74.0,,,224
534,10:00,Flowline,1490.0,KCL/PAC/PHPA,1.22,25.0,13.5,225
535,21:00,Active pit,1490.0,KCL/PAC/PHPA,1.22,24.0,13.0,225
536,,,,,60.0,,,225
537,,,,,61.0,,,225
538,21:30,Active pit,1490.0,KCL/PAC/PHPA,1.22,23.0,11.5,226
539,,,,,60.0,,,226
540,21:00,Active pit,,KCL/PAC/PHPA,1.22,15.0,6.5,227
541,,,,,53.0,,,227
542,21:00,Active pit,,KCL/PAC/PHPA,1.22,15.0,6.5,228
543,,,,,51.0,,,228
544,12:00,Flowline,,KCL/PAC/PHPA,1.24,16.0,5.0,229
545,23:00,Flowline,1622.0,KCL/PAC/PHPA,1.2,18.0,10.5,229
546,,,,,46.0,,,229
547,,,,,63.0,,,229
548,00:00,Flowline,1495.0,DUMMY for old LOT w/ WBM,1.25,,,230
549,06:30,Flowline,1750.0,KCL/PAC/PHPA,1.21,17.0,10.5,230
550,17:00,Flowline,1930.0,KCL/PAC/PHPA,1.22,20.0,10.0,230
551,23:00,,1972.0,KCL/PAC/PHPA,1.3,20.0,10.5,230
552,,,,,52.0,,,230
553,,,,,51.0,,,230
554,,,,,60.0,,,230
555,22:00,Active pit,,KCL/PAC/PHPA,1.31,19.0,9.0,231
556,,,,,58.0,,,231
557,05:00,Flowline,2015.0,KCL/PAC/PHPA,1.3,22.0,9.5,232
558,15:00,Flowline,2300.0,KCL/PAC/PHPA,1.3,26.0,11.5,232
559,23:00,Flowline,2458.0,KCL/PAC/PHPA,1.4,26.0,10.0,232
560,,,,,60.0,,,232
561,,,,,62.0,,,232
562,,,,,60.0,,,232
563,05:00,Flowline,2147.0,KCL/PAC/PHPA,1.31,22.0,10.0,233
564,17:00,Flowline,1480.0,KCL/PAC/PHPA,1.4,22.0,9.0,233
565,22:30,Active pit,,KCL/PAC/PHPA,1.4,22.0,10.0,233
566,,,,,60.0,,,233
567,,,,,60.0,,,233
568,,,,,57.0,,,233
569,04:00,Flowline,253.0,KCL/PAC/PHPA,1.4,27.0,9.0,234
570,10:00,Flowline,2704.0,KCL/PAC/PHPA,1.4,27.0,10.0,234
571,16:30,Flowline,2839.0,KCL/PAC/PHPA,1.4,23.0,9.0,234
572,22:30,Flowline,2922.0,KCL/PAC/PHPA,1.4,31.0,9.5,234
573,,,,,64.0,,,234
574,,,,,60.0,,,234
575,,,,,52.0,,,234
576,,,,,68.0,,,234
577,10:00,Flowline,3017.0,KCL/PAC/PHPA,1.4,24.0,9.5,235
578,23:00,Flowline,2062.0,KCL/PAC/PHPA,1.4,29.0,11.0,235
579,,,,,57.0,,,235
580,,,,,64.0,,,235
581,03:00,Flowline,2970.0,KCL/PAC/PHPA,1.4,29.0,10.0,236
582,13:00,Active pit,,KCL/PAC/PHPA,1.4,28.0,14.0,236
583,22:00,Active pit,,KCL/PAC/PHPA,1.4,19.0,13.5,236
584,,,,,60.0,,,236
585,,,,,85.0,,,236
586,,,,,73.0,,,236
587,03:00,Flowline,1810.0,KCL/PAC/PHPA,1.4,28.0,11.5,237
588,14:30,Flowline,3165.0,KCL/PAC/PHPA,1.4,24.0,15.0,237
589,19:00,Flowline,3221.0,KCL/PAC/PHPA,1.4,24.0,16.5,237
590,,,,,75.0,,,237
591,,,,,75.0,,,237
592,,,,,76.0,,,237
593,00:00,Flowline,3256.0,KCL/PAC/PHPA,1.4,19.0,12.5,238
594,02:30,Flowline,3027.0,KCL/PAC/PHPA,1.4,21.0,14.0,238
595,06:00,Flowline,3256.0,KCL/PAC/PHPA,1.4,19.0,12.5,238
596,10:30,Flowline,3319.0,KCL/PAC/PHPA,1.4,19.0,12.5,238
597,16:30,Flowline,3345.0,KCL/PAC/PHPA,1.4,18.0,12.0,238
598,23:45,Flowline,3095.0,KCL/PAC/PHPA,1.4,21.0,13.5,238
599,,,,,61.0,,,238
600,,,,,72.0,,,238
601,,,,,61.0,,,238
602,,,,,63.0,,,238
603,,,,,68.0,,,238
604,,,,,60.0,,,238
605,09:00,Flowline,2909.0,KCL/PAC/PHPA,1.4,20.0,13.5,239
606,16:00,Flowline,2909.0,KCL/PAC/PHPA,1.4,21.0,13.0,239
607,,,,,70.0,,,239
608,,,,,62.0,,,239
609,01:00,Flowline,2838.0,KCL/PAC/PHPA,1.4,27.0,12.0,240
610,09:00,Flowline,2741.0,KCL/PAC/PHPA,1.4,27.0,10.5,240
611,16:00,Flowline,2741.0,KCL/PAC/PHPA,1.4,33.0,13.5,240
612,23:00,Flowline,2741.0,KCL/PAC/PHPA,1.4,35.0,14.5,240
613,,,,,68.0,,,240
614,,,,,62.0,,,240
615,,,,,68.0,,,240
616,,,,,70.0,,,240
617,22:00,Flowline,2741.0,KCL/PAC/PHPA,1.4,33.0,13.5,241
618,,,,,67.0,,,241
619,21:30,Active pit,3353.0,KCL/PAC/PHPA,1.4,33.0,13.5,242
620,,,,,73.0,,,242
621,19:00,Active pit,,KCL/PAC/PHPA,1.48,44.0,20.0,243
622,,,,,122.0,,,243
623,07:30,Flowline,2220.0,KCL/PAC/PHPA,1.48,39.0,18.0,244
624,16:45,Flowline,1410.0,KCL/PAC/PHPA,1.5,34.0,15.0,244
625,21:30,Active pit,,KCL/PAC/PHPA,1.5,35.0,14.0,244
626,,,,,116.0,,,244
627,,,,,98.0,,,244
628,,,,,94.0,,,244
629,21:00,Active pit,,KCL/PAC/PHPA,1.5,31.0,10.5,245
630,,,,,72.0,,,245
631,00:00,Flowline,,PETROFREE,1.37,49.0,16.5,248
632,06:00,,,PETROFREE,1.37,49.0,16.5,248
633,23:00,,1520.0,PETROFREE,1.4,45.0,14.0,248
634,,,,,120.0,,,248
635,22:00,Active pit,1653.0,PETROFREE,1.4,44.0,14.0,250
636,,,,,120.0,,,250
637,21:00,Active pit,1740.0,PETROFREE,1.4,45.0,12.5,251
638,,,,,116.0,,,251
639,22:00,Flowline,,PETROFREE,1.4,36.0,9.5,252
640,,,,,76.0,,,252
641,21:30,Active pit,,PETROFREE,1.4,36.0,11.5,253
642,,,,,72.0,,,253
643,06:10,Flowline,2559.0,PETROFREE,1.4,36.0,11.0,254
644,15:00,Flowline,2670.0,PETROFREE,1.4,39.0,9.5,254
645,22:00,Flowline,2790.0,PETROFREE,1.4,32.0,10.5,254
646,,,,,75.0,,,254
647,,,,,75.0,,,254
648,,,,,66.0,,,254
649,22:00,Flowline,3018.0,PETROFREE,1.4,38.0,13.0,255
650,,,,,96.0,,,255
651,14:00,Flowline,3018.0,PETROFREE,1.41,31.0,9.5,256
652,22:00,Flowline,3018.0,PETROFREE,1.45,32.0,12.0,256
653,,,,,86.0,,,256
654,,,,,80.0,,,256
655,15:00,Flowline,3018.0,PETROFREE,1.5,42.0,12.0,257
656,22:00,Flowline,3018.0,PETROFREE,1.55,44.0,14.5,257
657,,,,,86.0,,,257
658,,,,,85.0,,,257
659,15:00,Flowline,3018.0,PETROFREE,1.55,47.0,15.5,258
660,22:00,Flowline,3018.0,PETROFREE,1.55,41.0,16.5,258
661,,,,,85.0,,,258
662,,,,,85.0,,,258
663,15:30,Flowline,2387.0,PETROFREE,,41.0,11.5,259
664,22:00,Flowline,1800.0,PETROFREE,1.6,36.0,11.5,259
665,,,,,83.0,,,259
666,,,,,85.0,,,259
667,04:30,Flowline,2636.0,PETROFREE,1.55,39.0,16.5,260
668,21:30,Active pit,,PETROFREE,1.6,39.0,11.5,260
669,,,,,87.0,,,260
670,03:00,Flowline,,PETROFREE,1.6,35.0,11.5,261
671,14:00,Flowline,3018.0,PETROFREE,1.62,39.0,10.5,261
672,22:00,Flowline,3050.0,PETROFREE,1.61,43.0,12.5,261
673,,,,,88.0,,,261
674,,,,,87.0,,,261
675,,,,,92.0,,,261
676,09:00,Flowline,1400.0,PETROFREE,1.62,44.0,12.0,262
677,22:30,Flowline,2310.0,PETROFREE,1.62,43.0,13.0,262
678,,,,,120.0,,,262
679,,,,,120.0,,,262
680,09:00,Active pit,,PETROFREE,1.62,44.0,13.0,263
681,22:00,Active pit,,PETROFREE,1.62,43.0,13.5,263
682,,,,,122.0,,,263
683,,,,,125.0,,,263
684,14:00,Flowline,3090.0,PETROFREE,1.61,46.0,12.5,264
685,16:30,Flowline,3120.0,PETROFREE,1.61,46.0,13.0,264
686,22:30,Flowline,3138.0,PETROFREE,1.61,52.0,13.0,264
687,,,,,100.0,,,264
688,,,,,93.0,,,264
689,,,,,84.0,,,264
690,10:30,Active pit,3141.0,PETROFREE,1.6,49.0,13.5,265
691,21:00,Active pit,3141.0,PETROFREE,1.61,50.0,15.0,265
692,,,,,103.0,,,265
693,,,,,125.0,,,265
694,04:30,Flowline,3158.0,PETROFREE,1.6,50.0,14.0,266
695,22:00,Active pit,3141.0,PETROFREE,1.61,50.0,15.0,266
696,,,,,100.0,,,266
697,,,,,136.0,,,266
698,08:30,Flowline,3180.0,PETROFREE,1.6,54.0,14.0,267
699,15:00,Flowline,3202.0,PETROFREE,1.6,53.0,13.0,267
700,21:00,Flowline,3204.0,PETROFREE,1.6,53.0,13.0,267
701,,,,,112.0,,,267
702,,,,,97.0,,,267
703,,,,,118.0,,,267
704,04:30,Flowline,3167.0,PETROFREE,1.6,56.0,13.0,268
705,09:00,Flowline,3213.0,PETROFREE,1.6,52.0,13.0,268
706,14:00,Flowline,3215.0,PETROFREE,1.6,50.0,14.5,268
707,22:00,Active pit,3215.0,PETROFREE,1.6,49.0,15.0,268
708,,,,,120.0,,,268
709,,,,,100.0,,,268
710,,,,,115.0,,,268
711,,,,,135.0,,,268
712,10:00,Flowline,3220.0,PETROFREE,1.62,50.0,14.0,269
713,15:00,Flowline,3245.0,PETROFREE,1.62,50.0,15.0,269
714,22:30,Active pit,3297.0,PETROFREE,1.6,50.0,15.0,269
715,,,,,108.0,,,269
716,,,,,108.0,,,269
717,,,,,105.0,,,269
718,07:30,Flowline,3321.0,PETROFREE,1.6,50.0,14.0,270
719,12:00,Flowline,3331.0,PETROFREE,1.6,49.0,14.0,270
720,22:00,Flowline,3376.0,PETROFREE,1.6,49.0,13.5,270
721,,,,,109.0,,,270
722,,,,,100.0,,,270
723,,,,,95.0,,,270
724,09:00,Flowline,3467.0,PETROFREE,1.6,50.0,12.5,271
725,15:30,Flowline,3503.0,PETROFREE,1.6,52.0,10.0,271
726,21:00,Flowline,3535.0,PETROFREE,1.6,49.0,12.0,271
727,,,,,102.0,,,271
728,,,,,93.0,,,271
729,,,,,96.0,,,271
730,09:00,Flowline,3561.0,PETROFREE,1.6,50.0,11.0,272
731,13:00,Flowline,3580.0,PETROFREE,1.6,50.0,12.5,272
732,,,,,100.0,,,272
733,,,,,93.0,,,272
734,13:30,Active pit,,PETROFREE,1.62,65.0,18.0,273
735,,,,,270.0,,,273
736,14:00,Active pit,,PETROFREE,1.6,50.0,12.0,274
737,22:30,Flowline,,PETROFREE,1.62,56.0,13.0,274
738,,,,,167.0,,,274
739,,,,,186.0,,,274
740,05:30,Active pit,,PETROFREE,1.6,51.0,12.5,275
741,14:30,Active pit,,PETROFREE,,50.0,12.5,275
742,,,,,195.0,,,275
743,,,,,227.0,,,275
744,05:15,Flowline,3580.0,PETROFREE,1.6,50.0,12.0,276
745,16:25,Flowline,,PETROFREE,1.6,49.0,16.0,276
746,,,,,122.0,,,276
747,,,,,270.0,,,276
748,23:00,Flowline,3580.0,PETROFREE,1.6,52.0,11.5,277
749,,,,,400.0,,,277
750,23:30,Active pit,,PETROFREE,1.56,48.0,9.0,278
751,,,,,145.0,,,278
752,20:00,Active pit,3580.0,PETROFREE,1.56,48.0,9.0,279
753,,,,,145.0,,,279
754,21:00,Active pit,3580.0,PETROFREE,1.56,48.0,9.0,280
755,,,,,145.0,,,280
756,18:00,Active pit,,PETROFREE,1.54,44.0,8.0,281
757,,,,,190.0,,,281
758,22:30,Flowline,3580.0,PETROFREE,1.55,55.0,11.0,282
759,,,,,113.0,,,282
760,,,,,,,9.625,282
761,,,,,,,53.5,282
762,,,,,,,-95.0,282
763,,,,,,,3464.3,282
764,,,,,,,105.0,282
765,,,,,,,3569.3,282
766,21:30,Flowline,3337.0,PETROFREE,1.55,60.0,10.5,283
767,,,,,120.0,,,283
768,23:15,Flowline,3580.0,PETROFREE,1.55,68.0,13.5,284
769,,,,,125.0,,,284
770,02:30,Flowline,3422.0,PETROFREE,1.56,64.0,11.5,285
771,21:00,Flowline,3580.0,PETROFREE,1.55,73.0,14.5,285
772,,,,,145.0,,,285
773,,,,,200.0,,,285
774,22:00,Flowline,3580.0,PETROFREE,1.56,72.0,13.0,286
775,,,,,265.0,,,286
776,03:00,Flowline,3580.0,PETROFREE,1.55,72.0,13.0,287
777,22:30,Flowline,3580.0,PETROFREE,1.55,81.0,16.0,287
778,,,,,240.0,,,287
779,,,,,200.0,,,287
780,19:00,Active pit,3580.0,PETROFREE,1.55,47.0,7.0,288
781,,,,,230.0,,,288
782,22:00,Active pit,3230.0,PETROFREE,1.56,65.0,10.0,289
783,,,,,280.0,,,289
784,19:00,Active pit,3230.0,PETROFREE,1.56,65.0,10.0,290
785,,,,,280.0,,,290
786,10:00,Active pit,,PETROFREE,1.56,65.0,10.0,291
787,,,,,280.0,,,291
788,22:00,,,PETROFREE,1.4,,,295
789,,,,,120.0,,,295
790,16:00,Active pit,,PETROFREE,1.4,40.0,7.0,296
791,00:00,Active pit,,PETROFREE,1.4,40.0,7.0,298
792,06:00,Active pit,,PETROFREE,1.4,40.0,7.0,298
793,22:00,Active pit,,PETROFREE,1.4,40.0,7.0,298
794,19:00,Active pit,,PETROFREE,1.4,40.0,7.0,299
795,21:00,Active pit,,PETROFREE,1.4,40.0,7.0,300
796,06:00,Active pit,,PETROFREE,1.4,40.0,7.0,302
797,22:00,Active pit,3595.0,PETROFREE,1.4,42.0,11.0,302
798,,,,,112.0,,,302
799,00:00,Flowline,3569.0,DUMMY for old LOT w/ OBM,1.39,,,303
800,22:30,,3643.0,PETROFREE,1.4,40.0,11.5,303
801,,,,,95.0,,,303
802,17:00,Flowline,3645.0,PETROFREE,1.41,41.0,11.5,304
803,,,,,175.0,,,304
804,23:00,Flowline,3743.0,PETROFREE,1.4,35.0,12.5,305
805,,,,,88.0,,,305
806,23:00,Flowline,3875.0,PETROFREE,1.4,36.0,12.0,306
807,,,,,116.0,,,306
808,23:00,Flowline,3948.0,PETROFREE,1.41,38.0,13.0,307
809,,,,,85.0,,,307
810,21:00,Active pit,3955.0,PETROFREE,1.42,36.0,13.5,308
811,,,,,180.0,,,308
812,23:00,Flowline,4070.0,PETROFREE,1.4,39.0,15.5,309
813,,,,,90.0,,,309
814,06:30,Flowline,4146.0,PETROFREE,1.4,43.0,13.5,310
815,15:00,Flowline,4220.0,PETROFREE,1.4,38.0,11.5,310
816,22:00,Flowline,4280.0,PETROFREE,1.4,40.0,11.5,310
817,,,,,90.0,,,310
818,,,,,85.0,,,310
819,,,,,83.0,,,310
820,22:00,Active pit,4328.0,PETROFREE,1.4,41.0,12.0,311
821,,,,,130.0,,,311
822,06:00,Flowline,4328.0,PETROFREE,1.4,39.0,12.0,312
823,10:00,Flowline,4354.0,PETROFREE,1.4,35.0,9.5,312
824,,,,,88.0,,,312
825,,,,,115.0,,,312
826,04:00,Flowline,4330.0,PETROFREE,1.4,41.0,12.5,313
827,12:30,Flowline,3500.0,PETROFREE,1.4,38.0,12.5,313
828,16:30,Flowline,4355.0,PETROFREE,1.4,35.0,11.5,313
829,22:00,Flowline,4383.0,PETROFREE,1.4,37.0,11.5,313
830,,,,,130.0,,,313
831,,,,,135.0,,,313
832,,,,,120.0,,,313
833,,,,,114.0,,,313
834,22:00,Active pit,4383.0,PETROFREE,1.4,38.0,12.0,314
835,,,,,100.0,,,314
836,14:00,Flowline,4355.0,PETROFREE,1.4,37.0,10.5,315
837,22:00,Active pit,4439.0,PETROFREE,1.4,36.0,10.5,315
838,,,,,96.0,,,315
839,,,,,86.0,,,315
840,22:15,Flowline,4618.0,PETROFREE,1.4,33.0,11.0,316
841,,,,,73.0,,,316
842,13:10,Flowline,4630.0,PETROFREE,1.41,34.0,10.0,317
843,,,,,70.0,,,317
844,01:45,Flowline,4640.0,PETROFREE,1.41,34.0,11.0,318
845,22:30,Active pit,4641.0,PETROFREE,1.41,34.0,10.0,318
846,,,,,72.0,,,318
847,,,,,84.0,,,318
848,22:00,Active pit,4641.0,PETROFREE,1.41,33.0,11.5,319
849,,,,,120.0,,,319
850,19:15,Flowline,4641.0,PETROFREE,1.43,50.0,20.0,320
851,21:00,,,PETROFREE,1.42,47.0,13.5,320
852,22:45,,,PETROFREE,1.42,44.0,12.0,320
853,,,,,200.0,,,320
854,,,,,118.0,,,320
855,,,,,102.0,,,320
856,13:10,Flowline,3547.0,PETROFREE,1.4,37.0,10.5,321
857,,,,,110.0,,,321
858,05:00,Flowline,4415.0,PETROFREE,1.43,38.0,12.0,322
859,22:15,Active pit,4641.0,PETROFREE,1.41,37.0,10.5,322
860,,,,,100.0,,,322
861,,,,,220.0,,,322
862,13:00,Active pit,4638.0,PETROFREE,1.4,35.0,9.0,323
863,15:00,Active pit,4638.0,PETROFREE,1.4,36.0,6.0,323
864,22:00,Active pit,,PETROFREE,1.41,49.0,10.0,323
865,,,,,118.0,,,323
866,,,,,115.0,,,323
867,21:00,Active pit,1837.0,PETROFREE,1.41,48.0,11.0,324
868,,,,,119.0,,,324
869,22:00,Active pit,4297.0,PETROFREE,1.41,49.0,11.0,325
870,,,,,150.0,,,325
871,12:00,Active pit,4638.0,PETROFREE,1.42,69.0,18.0,326
872,16:30,Flowline,4638.0,PETROFREE,1.42,47.0,8.5,326
873,20:00,Flowline,4638.0,PETROFREE,1.42,48.0,12.0,326
874,,,,,125.0,,,326
875,,,,,145.0,,,326
876,22:00,,2920.0,PETROFREE,1.42,48.0,12.0,327
877,,,,,160.0,,,327
878,21:00,Active pit,4641.0,PETROFREE,1.43,48.0,12.0,328
879,,,,,200.0,,,328
880,21:00,Active pit,,PETROFREE,1.43,52.0,10.0,329
881,,,,,150.0,,,329
882,21:00,Active pit,,PETROFREE,1.43,52.0,10.0,330
883,,,,,180.0,,,330
884,06:00,Active pit,,BRINE,1.15,,,332
885,00:00,Active pit,,BRINE,1.15,,,333
886,06:00,Active pit,,BRINE,1.15,,,333
887,00:00,Active pit,,BRINE,1.15,,,334
888,06:00,Active pit,,BRINE,1.15,,,334
889,00:00,Active pit,,BRINE,1.15,,,335
890,06:00,Active pit,,BRINE,1.15,,,335
891,00:00,Active pit,,BRINE,1.15,,,336
892,06:00,Active pit,,BRINE,1.15,,,336
893,01:00,,,BRINE,1.15,,,337
894,01:00,,,BRINE,1.15,,,338
895,06:00,,,BRINE,1.15,,,339
896,06:00,,,BRINE,1.15,,,340
897,06:00,,,BRINE,1.15,,,341
898,06:00,,,BRINE,1.15,,,342
899,06:00,,,BRINE,1.15,,,343
900,06:00,,,BRINE,1.15,,,344
901,06:00,,,BRINE,1.15,,,345
902,00:00,,,BRINE,1.15,,,346
903,06:00,,,BRINE,1.15,,,346
904,23:00,,,BRINE,1.15,,,346
905,23:00,,,BRINE,1.15,,,347
906,23:00,,,BRINE,1.15,,,348
907,23:00,,,BRINE,1.15,,,349
908,23:00,,,BRINE,1.15,,,350
909,23:00,,,BRINE,1.15,,,351
910,23:00,,,BRINE,1.15,,,352
911,23:00,,,BRINE,1.15,,,353
912,23:00,,,BRINE,1.15,,,354
913,23:00,,,BRINE,1.15,,,355
914,23:00,,,BRINE,1.15,,,356
915,23:00,,,BRINE,1.15,,,357
916,20:00,Active pit,4340.0,BENTONITE/FW,1.38,6.0,23.0,358
917,,,,,49.0,,,358
918,23:30,Active pit,,BENTONITE/FW,1.38,7.0,23.0,359
919,,,,,49.0,,,359
920,19:00,Active pit,,BENTONITE/FW,1.38,7.0,23.0,360
921,,,,,49.0,,,360
922,22:45,Active pit,4560.0,BENTONITE/FW,1.39,10.0,24.0,361
923,,,,,52.0,,,361
924,22:30,Active pit,4305.0,BENTONITE/FW,1.38,10.0,24.0,362
925,,,,,46.0,,,362
926,19:00,Active pit,,BENTONITE/FW,1.38,9.0,25.0,363
927,,,,,45.0,,,363
928,22:00,Active pit,,BENTONITE/FW,1.38,9.0,25.0,364
929,,,,,45.0,,,364
930,05:00,Active pit,,SEAWATER/BENT.,1.38,7.0,13.0,370
931,23:00,Active pit,,SEAWATER/BENT.,1.38,8.0,13.0,370
932,12:00,Active pit,,SEAWATER/BENT.,1.38,7.0,24.5,371
933,23:00,Active pit,,SEAWATER/BENT.,1.38,8.0,24.0,371
934,,,,,160.0,,,371
935,,,,,54.0,,,371
936,05:00,Active pit,,SEAWATER/BENT.,1.38,8.0,22.0,372
937,06:01,Active pit,401.0,SEAWATER/BENT.,1.37,8.0,20.5,372
938,20:00,Active pit,3259.0,SEAWATER/BENT.,1.36,8.0,20.5,372
939,,,,,54.0,,,372
940,,,,,46.0,,,372
941,,,,,42.0,,,372
942,15:00,Active pit,150.0,Spud Mud,1.05,,,376
943,,,,,89.0,,,376
944,21:00,Reserve pit,207.0,Spud Mud,1.05,,,377
945,,,,,105.0,,,377
946,21:00,Reserve pit,207.0,Spud Mud,1.05,,,378
947,,,,,105.0,,,378
948,23:59,Reserve pit,207.0,Spud Mud,1.05,,,379
949,,,,,,,6.0,379
950,,,,,,,6.0,379
951,,,,,,,12.0,379
952,,,,,,,12.0,379
953,,,,,,,30.0,379
954,,,,,,,30.0,379
955,,,,,,,456.6,379
956,,,,,,,309.7,379
957,,,,,,,-65.0,379
958,,,,,,,-52.0,379
959,,,,,,,-4.0,379
960,,,,,,,-2.0,379
961,,,,,,,25.4,379
962,,,,,,,36.6,379
963,,,,,,,139.7,379
964,,,,,,,165.1,379
965,,,,,,,165.1,379
966,,,,,,,201.7,379
967,,,,,,,36.0,379
968,,,,,,,36.0,379
969,20:00,Reserve pit,207.0,KCl/Polymer/Glycol,1.4,,,380
970,21:00,Reserve pit,207.0,Spud Mud,1.05,,,380
971,23:00,Reserve pit,316.0,Spud Mud,1.05,,,381
972,23:00,Reserve pit,573.0,Spud Mud,1.05,,,382
973,20:00,Reserve pit,1105.0,Spud Mud,1.05,,,383
974,16:00,Reserve pit,1400.0,KCl/Polymer/Glycol,1.41,,,384
975,22:00,Reserve pit,1400.0,Spud Mud,1.05,,,384
976,04:00,Reserve pit,1400.0,OBM-Standard,1.4,20.0,5.0,390
977,,,,,,,120.0,390
978,04:00,Reserve pit,1400.0,OBM-Standard,1.4,20.0,5.0,391
979,16:00,Reserve pit,1400.0,OBM-Standard,1.4,20.0,5.0,391
980,,,,,,,120.0,391
981,,,,,,,120.0,391
982,04:00,Flowline,1359.0,OBM-Standard,1.39,22.0,7.0,392
983,16:00,Flowline,1403.0,OBM-Standard,1.4,26.0,9.0,392
984,20:00,Flowline,1450.0,OBM-Standard,1.46,29.0,11.5,392
985,,,,,,,120.0,392
986,,,,,,,120.0,392
987,,,,,,,120.0,392
988,04:00,Active pit,1463.0,OBM-Standard,1.47,29.0,11.5,393
989,23:00,Flowline,1479.0,OBM-Standard,1.51,29.0,11.5,393
990,,,,,,,120.0,393
991,,,,,,,120.0,393
992,04:00,Flowline,1530.0,OBM-Standard,1.51,30.0,14.0,394
993,10:00,Flowline,1601.0,OBM-Standard,1.51,31.0,15.0,394
994,17:00,Flowline,1711.0,OBM-Standard,1.51,32.0,15.5,394
995,22:00,Flowline,1781.0,OBM-Standard,1.51,31.0,16.5,394
996,,,,,,,120.0,394
997,,,,,,,120.0,394
998,,,,,,,120.0,394
999,,,,,,,120.0,394
1000,04:30,Flowline,1861.0,OBM-Standard,1.51,34.0,16.0,395
1001,10:00,Flowline,1944.0,OBM-Standard,1.51,33.0,16.0,395
1002,16:00,Flowline,2030.0,OBM-Standard,1.51,27.0,15.0,395
1003,21:30,Flowline,2049.0,OBM-Standard,1.51,30.0,13.5,395
1004,,,,,,,120.0,395
1005,,,,,,,120.0,395
1006,,,,,,,120.0,395
1007,,,,,,,120.0,395
1008,04:00,Flowline,2131.0,OBM-Standard,1.51,30.0,13.5,396
1009,10:00,Flowline,2235.0,OBM-Standard,1.51,32.0,13.0,396
1010,16:00,Flowline,2325.0,OBM-Standard,1.51,32.0,14.0,396
1011,21:30,Flowline,2385.0,OBM-Standard,1.51,34.0,13.0,396
1012,,,,,,,120.0,396
1013,,,,,,,120.0,396
1014,,,,,,,120.0,396
1015,,,,,,,120.0,396
1016,04:00,Flowline,2447.0,OBM-Standard,1.51,36.0,15.5,397
1017,10:00,Flowline,2527.0,OBM-Standard,1.51,37.0,14.5,397
1018,16:00,Flowline,2593.0,OBM-Standard,1.51,32.0,13.0,397
1019,20:00,Flowline,2616.0,OBM-Standard,1.51,39.0,16.0,397
1020,,,,,,,120.0,397
1021,,,,,,,120.0,397
1022,,,,,,,120.0,397
1023,,,,,,,120.0,397
1024,04:00,Flowline,2616.0,OBM-Standard,1.51,37.0,13.0,398
1025,14:00,Flowline,2616.0,OBM-Standard,1.51,32.0,11.5,398
1026,21:00,Flowline,2616.0,OBM-Standard,1.51,31.0,10.5,398
1027,,,,,,,120.0,398
1028,,,,,,,120.0,398
1029,,,,,,,120.0,398
1030,04:00,Flowline,2616.0,OBM-Standard,1.51,31.0,9.0,399
1031,10:00,Flowline,2616.0,OBM-Standard,1.51,37.0,11.5,399
1032,16:00,Flowline,2616.0,OBM-Standard,1.51,42.0,13.0,399
1033,20:00,Flowline,2616.0,OBM-Standard,1.51,41.0,14.0,399
1034,,,,,,,120.0,399
1035,,,,,,,120.0,399
1036,,,,,,,120.0,399
1037,,,,,,,120.0,399
1038,04:00,Active pit,2616.0,OBM-Standard,1.51,41.0,14.0,400
1039,22:30,Flowline,2616.0,OBM-Standard,1.51,40.0,14.5,400
1040,,,,,,,120.0,400
1041,,,,,,,120.0,400
1042,10:00,Flowline,2616.0,OBM-Standard,1.51,40.0,14.5,401
1043,21:00,Active pit,2616.0,OBM-Standard,1.51,37.0,12.5,401
1044,,,,,,,120.0,401
1045,,,,,,,120.0,401
1046,10:00,Flowline,2616.0,OBM-Standard,1.51,38.0,13.0,402
1047,23:00,Active pit,2616.0,OBM-Standard,1.51,40.0,16.0,402
1048,,,,,,,120.0,402
1049,,,,,,,120.0,402
1050,08:30,Active pit,2616.0,OBM-Standard,1.51,38.0,13.5,403
1051,20:00,Active pit,2616.0,OBM-Standard,1.51,44.0,11.0,403
1052,,,,,,,120.0,403
1053,,,,,,,120.0,403
1054,10:00,Active pit,2616.0,OBM-Standard,1.51,41.0,14.0,404
1055,23:00,Active pit,2616.0,OBM-Standard,1.51,44.0,11.0,404
1056,,,,,,,120.0,404
1057,,,,,,,120.0,404
1058,10:00,Active pit,2616.0,OBM-Standard,1.51,43.0,13.5,405
1059,23:00,Active pit,2616.0,OBM-Standard,1.3,26.0,6.0,405
1060,,,,,,,120.0,405
1061,,,,,,,120.0,405
1062,09:00,Flowline,2616.0,Enviromul Yellow,1.3,25.0,7.5,406
1063,15:30,Flowline,2619.0,Enviromul Yellow,1.3,26.0,7.0,406
1064,17:30,Flowline,2644.0,Enviromul Yellow,1.3,24.0,8.5,406
1065,23:30,Active pit,2760.0,Enviromul Yellow,1.3,24.0,9.5,406
1066,,,,,,,120.0,406
1067,,,,,,,120.0,406
1068,,,,,,,120.0,406
1069,,,,,,,120.0,406
1070,03:00,Flowline,2821.0,Enviromul Yellow,1.3,24.0,10.0,407
